outcome,photo_quality,item,retail_price,vacuum,towel_hook,age,gender,marital,employment
50,0,trash_0,70,75,2,3,5,1,1
,0,trash_0,70,150,2,3,6,1,1
20,0,trash_0,70,45,4,2,6,1,1
10,0,trash_0,70,40,1,3,5,2,1
,0,trash_0,70,40,1,5,5,2,1
25,0,trash_0,70,45,4,3,6,2,1
,0,trash_0,70,80,2,6,6,1,1
20,0,trash_0,70,75,2,3,6,1,1
35,0,trash_0,70,90,5,3,6,1,1
,0,trash_0,70,120,1,3,6,1,1
,0,trash_0,70,100,3,3,5,1,1
,0,trash_0,70,50,4,3,6,1,1
15,0,trash_0,70,50,3,3,6,2,1
20,0,trash_0,70,50,5,3,6,1,1
50,0,trash_0,70,100,3,3,5,2,1
,0,trash_0,70,100,5,2,5,1,1
,0,trash_0,70,140,5,2,5,1,1
,0,trash_0,70,30,4,3,6,1,1
,0,trash_0,70,80,1,3,6,1,1
,0,trash_0,70,20,3,6,5,2,1
,0,trash_0,70,50,3,6,6,2,3
40,0,trash_0,70,125,5,3,5,2,2
40,0,trash_0,70,120,5,3,5,1,1
10,0,trash_0,70,75,2,5,6,2,3
40,0,trash_0,70,100,2,3,6,1,1
15,0,trash_0,70,50,3,6,5,1,5
40,0,trash_0,70,80,3,4,5,2,1
,0,trash_0,70,70,5,3,6,1,1
,0,trash_0,70,125,3,3,6,1,1
,0,trash_0,70,100,3,3,6,1,1
,0,trash_0,70,85,5,3,5,2,1
,0,trash_0,70,100,5,3,5,1,1
30,0,trash_0,70,97,4,3,5,1,1
10,0,trash_0,70,50,1,2,5,1,1
50,0,trash_0,70,150,0,3,5,1,1
20,0,trash_0,70,50,4,3,5,1,1
20,0,trash_0,70,60,0,3,5,1,1
,0,trash_0,70,50,3,3,6,1,1
50,0,trash_0,70,125,5,3,6,1,3
20,0,trash_0,70,50,1,3,5,2,1
,0,trash_0,70,65,1,4,5,1,1
,0,trash_0,70,50,3,3,6,1,1
,0,trash_0,70,50,0,3,5,2,1
,0,trash_0,70,50,1,4,6,2,1
,0,trash_0,70,100,5,2,5,1,1
10,0,trash_0,70,75,2,2,6,1,3
50,0,trash_0,70,130,2,2,6,1,1
50,0,trash_0,70,150,5,3,5,1,1
,0,trash_0,70,50,1,5,6,2,1
,0,trash_0,70,50,1,3,5,1,1
,0,trash_0,70,85,4,3,6,1,1
30,0,trash_0,70,120,4,2,9,1,4
,0,trash_0,70,40,3,3,5,2,1
50,0,trash_0,70,100,5,7,5,2,1
40,0,trash_0,70,100,1,4,5,1,1
30,0,trash_0,70,50,5,3,5,3,1
,0,trash_0,70,100,3,3,5,2,1
50,0,trash_0,70,150,5,3,6,1,1
40,0,trash_0,70,100,2,3,5,1,1
,0,trash_0,70,100,4,3,5,1,1
25,0,trash_0,70,100,5,3,6,1,1
50,0,trash_0,70,130,5,3,6,2,1
45,0,trash_0,70,140,4,3,6,1,1
,0,trash_0,70,75,2,3,6,1,4
,0,trash_0,70,70,1,3,6,1,1
,0,trash_0,70,65,5,3,6,2,2
,0,trash_0,70,100,0,3,6,1,1
0,0,trash_0,70,40,2,2,6,1,1
20,0,trash_0,70,120,8,2,6,1,1
60,0,trash_0,70,80,1,3,5,1,1
20,0,trash_0,70,80,2,3,6,1,1
,0,trash_0,70,100,5,3,5,1,1
,0,trash_0,70,100,4,2,5,1,1
,0,trash_0,70,50,3,3,6,1,4
,0,trash_0,70,50,2,3,6,1,1
,0,trash_0,70,40,4,3,6,1,1
,0,trash_0,70,60,2,3,6,2,1
20,0,trash_0,70,48,1,3,6,2,1
15,0,trash_0,70,25,1,3,6,1,1
5,0,trash_0,70,26,1,4,5,2,1
,0,trash_0,70,120,5,3,5,1,1
20,0,trash_0,70,50,2,3,5,1,1
,0,trash_0,70,70,1,5,5,2,1
25,0,trash_0,70,90,2,2,6,1,1
20,0,trash_0,70,30,2,3,6,1,2
30,1,trash_1,70,140,5,2,5,1,1
,1,trash_1,70,50,1,3,6,2,1
,1,trash_1,70,100,2,3,5,2,2
50,1,trash_1,70,100,5,3,5,2,1
15,1,trash_1,70,40,2,3,5,2,1
,1,trash_1,70,50,0,3,5,2,1
20,1,trash_1,70,30,1,3,6,2,1
,1,trash_1,70,60,1,2,5,1,1
10,1,trash_1,70,30,1,3,6,1,1
,1,trash_1,70,150,1,3,5,1,1
30,1,trash_1,70,100,3,3,6,1,1
,1,trash_1,70,40,3,3,6,2,1
,1,trash_1,70,130,3,3,6,2,1
,1,trash_1,70,30,1,3,5,1,1
,1,trash_1,70,110,3,3,5,1,1
1,1,trash_1,70,90,2,1,5,1,2
,1,trash_1,70,50,5,1,5,1,2
,1,trash_1,70,45,1,3,6,1,1
,1,trash_1,70,125,5,3,6,1,1
4,1,trash_1,70,20,2,3,5,1,1
50,1,trash_1,70,100,3,3,5,1,1
,1,trash_1,70,75,1,3,5,1,1
,1,trash_1,70,50,5,3,5,2,1
50,1,trash_1,70,100,9,3,5,1,1
0,1,trash_1,70,30,1,4,6,1,1
,1,trash_1,70,75,3,3,6,1,2
50,1,trash_1,70,100,3,3,6,1,1
40,1,trash_1,70,125,2,3,5,1,1
,1,trash_1,70,40,1,3,6,1,1
,1,trash_1,70,125,1,3,5,1,1
15,1,trash_1,70,40,0,3,6,1,1
,1,trash_1,70,150,4,3,6,1,1
,1,trash_1,70,100,2,3,5,1,1
50,1,trash_1,70,80,5,3,5,1,1
,1,trash_1,70,125,5,3,6,1,1
,1,trash_1,70,150,4,3,6,1,1
15,1,trash_1,70,50,1,3,5,2,1
30,1,trash_1,70,100,3,3,6,1,1
,1,trash_1,70,70,2,3,6,1,4
,1,trash_1,70,50,3,3,5,1,1
10,1,trash_1,70,10,0,3,5,1,1
,1,trash_1,70,120,0,3,5,1,1
,1,trash_1,70,80,2,3,6,1,1
,1,trash_1,70,60,2,3,6,1,1
,1,trash_1,70,50,1,3,6,1,1
20,1,trash_1,70,70,3,3,6,2,1
5,1,trash_1,70,50,1,4,6,2,1
35,1,trash_1,70,50,1,3,6,1,1
20,1,trash_1,70,50,3,2,6,1,1
50,1,trash_1,70,140,4,3,6,1,1
,1,trash_1,70,90,5,3,5,1,1
,1,trash_1,70,90,2,3,6,1,1
10,1,trash_1,70,120,2,3,6,2,4
30,1,trash_1,70,50,2,3,6,1,1
,1,trash_1,70,50,2,3,6,1,1
25,1,trash_1,70,120,3,6,5,2,1
,1,trash_1,70,100,5,6,6,2,1
10,1,trash_1,70,60,1,5,5,2,1
,1,trash_1,70,100,4,3,6,2,1
45,1,trash_1,70,125,3,3,5,1,1
,1,trash_1,70,80,3,3,6,2,1
,1,trash_1,70,30,2,3,6,1,4
35,1,trash_1,70,80,2,3,5,2,1
,1,trash_1,70,125,1,3,5,2,1
,1,trash_1,70,75,3,3,6,2,3
,1,trash_1,70,45,2,3,6,2,5
,1,trash_1,70,35,1,3,6,1,2
,1,trash_1,70,70,2,3,6,1,1
,1,trash_1,70,75,3,3,6,1,1
10,1,trash_1,70,50,2,3,6,3,5
35,1,trash_1,70,100,3,2,5,1,1
,1,trash_1,70,90,2,3,6,1,4
30,1,trash_1,70,100,5,3,5,1,1
50,1,trash_1,70,120,5,3,5,1,1
25,1,trash_1,70,50,5,3,6,1,1
,1,trash_1,70,100,5,3,6,2,1
,1,trash_1,70,30,2,6,6,1,1
15,1,trash_1,70,95,1,5,5,2,1
35,1,trash_1,70,35,3,3,6,2,4
50,1,trash_1,70,120,5,3,5,2,1
15,1,trash_1,70,75,2,3,6,1,1
,1,trash_1,70,50,1,3,6,1,1
,1,trash_1,70,50,3,3,6,1,1
,1,trash_1,70,125,3,3,6,1,1
25,1,trash_1,70,50,2,5,6,1,1
,1,trash_1,70,50,1,2,5,1,1
5,1,trash_1,70,80,1,3,5,1,4
40,1,trash_1,70,110,4,2,6,1,1
,1,trash_1,70,100,4,2,6,1,1
,1,trash_1,70,85,4,3,6,2,1
30,1,trash_1,70,100,5,2,6,1,1
,1,trash_1,70,100,9,3,6,1,1
,1,trash_1,70,80,1,3,5,2,1
70,1,trash_1,70,50,0,2,5,1,1
45,1,trash_1,70,100,5,2,6,1,1
8,1,trash_1,70,60,3,2,6,1,3
35,1,trash_1,70,100,5,2,6,1,1
50,1,trash_1,70,145,4,2,6,1,1
,1,trash_1,70,30,2,2,6,1,1
30,1,trash_1,70,90,3,2,6,1,1
35,1,trash_1,70,100,2,3,5,1,1
,1,trash_1,70,60,1,2,6,1,1
,1,trash_1,70,40,3,4,5,2,1
,1,trash_1,70,75,2,3,5,1,1
,1,trash_1,70,60,9,3,5,1,1
,1,trash_1,70,5,1,3,5,1,1
,1,trash_1,70,100,5,2,6,1,1
40,1,trash_1,70,100,3,2,6,1,3
,1,trash_1,70,25,3,2,6,1,1
30,1,trash_1,70,75,4,3,6,1,1
50,1,trash_1,70,80,5,3,6,2,1
30,1,trash_1,70,100,1,3,6,2,1
10,1,trash_1,70,25,2,3,6,1,3
,1,trash_1,70,150,5,3,6,1,1
,1,trash_1,70,135,5,3,6,2,1
50,1,trash_1,70,100,2,3,6,1,1
,1,trash_1,70,80,3,3,6,1,3
,1,trash_1,70,50,2,3,6,1,1
,1,trash_1,70,20,0,3,5,1,1
45,1,trash_1,70,120,5,3,6,1,1
,1,trash_1,70,20,1,3,6,1,1
20,1,trash_1,70,50,2,3,5,1,1
35,1,trash_1,70,75,2,3,6,1,1
,1,trash_1,70,80,2,3,5,1,1
40,1,trash_1,70,100,7,3,6,1,4
,1,trash_1,70,35,0,3,6,1,1
35,1,trash_1,70,50,4,3,6,1,2
,1,trash_1,70,120,5,3,6,1,1
,1,trash_1,70,120,2,2,6,1,2
35,1,trash_1,70,80,4,2,6,1,4
30,1,trash_1,70,100,5,3,5,1,1
30,1,trash_1,70,100,0,2,6,1,1
30,1,trash_1,70,120,2,3,5,1,1
,1,trash_1,70,80,3,2,6,1,1
20,1,trash_1,70,55,3,3,6,2,4
,1,trash_1,70,125,5,3,5,2,1
,1,trash_1,70,50,1,3,5,2,1
55,1,trash_1,70,110,5,3,5,1,1
,1,trash_1,70,90,9,3,6,1,1
25,1,trash_1,70,60,1,3,6,1,1
,1,trash_1,70,80,3,3,6,1,1
,1,trash_1,70,75,1,3,5,1,1
20,1,trash_1,70,50,1,3,6,1,1
,1,trash_1,70,40,0,2,6,1,1
,1,trash_1,70,100,1,3,6,1,3
,1,trash_1,70,75,1,3,5,1,1
40,1,trash_1,70,80,0,3,5,2,1
40,1,trash_1,70,80,5,3,6,1,1
,1,trash_1,70,50,1,3,6,1,1
,1,trash_1,70,75,2,3,5,1,1
5,1,trash_1,70,40,1,3,6,1,1
30,1,trash_1,70,75,3,3,6,1,1
15,1,trash_1,70,50,3,2,5,1,4
35,1,trash_1,70,125,5,2,6,1,1
20,1,trash_1,70,70,2,3,6,1,1
,1,trash_1,70,100,0,6,5,2,1
,1,trash_1,70,65,3,4,6,2,1
,1,trash_1,70,50,2,3,6,1,1
10,1,trash_1,70,50,2,3,5,2,1
50,1,trash_1,70,95,1,3,5,2,1
,1,trash_1,70,80,3,3,6,1,1
,1,trash_1,70,40,2,2,5,1,4
,1,trash_1,70,75,2,3,5,1,1
50,1,trash_1,70,150,2,3,6,1,1
,1,trash_1,70,45,4,2,6,1,1
,1,trash_1,70,40,1,3,5,2,1
10,1,trash_1,70,40,1,5,5,2,1
,1,trash_1,70,45,4,3,6,2,1
20,1,trash_1,70,80,2,6,6,1,1
,1,trash_1,70,75,2,3,6,1,1
,1,trash_1,70,90,5,3,6,1,1
20,1,trash_1,70,120,1,3,6,1,1
35,1,trash_1,70,100,3,3,5,1,1
35,1,trash_1,70,50,4,3,6,1,1
,1,trash_1,70,50,3,3,6,2,1
,1,trash_1,70,50,5,3,6,1,1
,1,trash_1,70,100,3,3,5,2,1
40,1,trash_1,70,100,5,2,5,1,1
50,1,trash_1,70,140,5,2,5,1,1
15,1,trash_1,70,30,4,3,6,1,1
40,1,trash_1,70,80,1,3,6,1,1
40,1,trash_1,70,20,3,6,5,2,1
10,1,trash_1,70,50,3,6,6,2,3
,1,trash_1,70,125,5,3,5,2,2
,1,trash_1,70,120,5,3,5,1,1
,1,trash_1,70,75,2,5,6,2,3
,1,trash_1,70,100,2,3,6,1,1
,1,trash_1,70,50,3,6,5,1,5
,1,trash_1,70,80,3,4,5,2,1
30,1,trash_1,70,70,5,3,6,1,1
30,1,trash_1,70,125,3,3,6,1,1
45,1,trash_1,70,100,3,3,6,1,1
20,1,trash_1,70,85,5,3,5,2,1
30,1,trash_1,70,100,5,3,5,1,1
,1,trash_1,70,97,4,3,5,1,1
,1,trash_1,70,50,1,2,5,1,1
,1,trash_1,70,150,0,3,5,1,1
,1,trash_1,70,50,4,3,5,1,1
,1,trash_1,70,60,0,3,5,1,1
30,1,trash_1,70,50,3,3,6,1,1
,1,trash_1,70,125,5,3,6,1,3
,1,trash_1,70,50,1,3,5,2,1
15,1,trash_1,70,65,1,4,5,1,1
60,1,trash_1,70,50,3,3,6,1,1
20,1,trash_1,70,50,0,3,5,2,1
15,1,trash_1,70,50,1,4,6,2,1
20,1,trash_1,70,100,5,2,5,1,1
,1,trash_1,70,75,2,2,6,1,3
,1,trash_1,70,130,2,2,6,1,1
,1,trash_1,70,150,5,3,5,1,1
0,1,trash_1,70,50,1,5,6,2,1
20,1,trash_1,70,50,1,3,5,1,1
35,1,trash_1,70,85,4,3,6,1,1
,1,trash_1,70,120,4,2,9,1,4
15,1,trash_1,70,40,3,3,5,2,1
,1,trash_1,70,100,5,7,5,2,1
,1,trash_1,70,100,1,4,5,1,1
,1,trash_1,70,50,5,3,5,3,1
50,1,trash_1,70,100,3,3,5,2,1
,1,trash_1,70,150,5,3,6,1,1
,1,trash_1,70,100,2,3,5,1,1
40,1,trash_1,70,100,4,3,5,1,1
,1,trash_1,70,100,5,3,6,1,1
,1,trash_1,70,130,5,3,6,2,1
,1,trash_1,70,140,4,3,6,1,1
15,1,trash_1,70,75,2,3,6,1,4
30,1,trash_1,70,70,1,3,6,1,1
25,1,trash_1,70,65,5,3,6,2,2
40,1,trash_1,70,100,0,3,6,1,1
,1,trash_1,70,40,2,2,6,1,1
,1,trash_1,70,120,8,2,6,1,1
,1,trash_1,70,80,1,3,5,1,1
,1,trash_1,70,80,2,3,6,1,1
30,1,trash_1,70,100,5,3,5,1,1
45,1,trash_1,70,100,4,2,5,1,1
25,1,trash_1,70,50,3,3,6,1,4
30,1,trash_1,70,50,2,3,6,1,1
25,1,trash_1,70,40,4,3,6,1,1
15,1,trash_1,70,60,2,3,6,2,1
,1,trash_1,70,48,1,3,6,2,1
,1,trash_1,70,25,1,3,6,1,1
,1,trash_1,70,26,1,4,5,2,1
50,1,trash_1,70,120,5,3,5,1,1
,1,trash_1,70,50,2,3,5,1,1
35,1,trash_1,70,70,1,5,5,2,1
,1,trash_1,70,90,2,2,6,1,1
,1,trash_1,70,30,2,3,6,1,2
,0,area_rug_0,60,140,5,2,5,1,1
,0,area_rug_0,60,50,1,3,6,2,1
,0,area_rug_0,60,100,2,3,5,2,2
50,0,area_rug_0,60,100,5,3,5,2,1
25,0,area_rug_0,60,40,2,3,5,2,1
,0,area_rug_0,60,50,0,3,5,2,1
10,0,area_rug_0,60,30,1,3,6,2,1
15,0,area_rug_0,60,60,1,2,5,1,1
,0,area_rug_0,60,30,1,3,6,1,1
,0,area_rug_0,60,150,1,3,5,1,1
50,0,area_rug_0,60,100,3,3,6,1,1
25,0,area_rug_0,60,40,3,3,6,2,1
,0,area_rug_0,60,130,3,3,6,2,1
7,0,area_rug_0,60,30,1,3,5,1,1
,0,area_rug_0,60,110,3,3,5,1,1
40,0,area_rug_0,60,90,2,1,5,1,2
5,0,area_rug_0,60,50,5,1,5,1,2
,0,area_rug_0,60,45,1,3,6,1,1
50,0,area_rug_0,60,125,5,3,6,1,1
5,0,area_rug_0,60,20,2,3,5,1,1
45,0,area_rug_0,60,100,3,3,5,1,1
15,0,area_rug_0,60,75,1,3,5,1,1
30,0,area_rug_0,60,50,5,3,5,2,1
,0,area_rug_0,60,100,9,3,5,1,1
,0,area_rug_0,60,30,1,4,6,1,1
,0,area_rug_0,60,75,3,3,6,1,2
,0,area_rug_0,60,100,3,3,6,1,1
,0,area_rug_0,60,125,2,3,5,1,1
,0,area_rug_0,60,40,1,3,6,1,1
,0,area_rug_0,60,125,1,3,5,1,1
,0,area_rug_0,60,40,0,3,6,1,1
50,0,area_rug_0,60,150,4,3,6,1,1
30,0,area_rug_0,60,100,2,3,5,1,1
,0,area_rug_0,60,80,5,3,5,1,1
,0,area_rug_0,60,125,5,3,6,1,1
,0,area_rug_0,60,150,4,3,6,1,1
,0,area_rug_0,60,50,1,3,5,2,1
,0,area_rug_0,60,100,3,3,6,1,1
,0,area_rug_0,60,70,2,3,6,1,4
,0,area_rug_0,60,50,3,3,5,1,1
0,0,area_rug_0,60,10,0,3,5,1,1
,0,area_rug_0,60,120,0,3,5,1,1
30,0,area_rug_0,60,80,2,3,6,1,1
,0,area_rug_0,60,60,2,3,6,1,1
,0,area_rug_0,60,50,1,3,6,1,1
,0,area_rug_0,60,70,3,3,6,2,1
5,0,area_rug_0,60,50,1,4,6,2,1
40,0,area_rug_0,60,50,1,3,6,1,1
,0,area_rug_0,60,50,3,2,6,1,1
45,0,area_rug_0,60,140,4,3,6,1,1
,0,area_rug_0,60,90,5,3,5,1,1
,0,area_rug_0,60,90,2,3,6,1,1
,0,area_rug_0,60,120,2,3,6,2,4
25,0,area_rug_0,60,50,2,3,6,1,1
,0,area_rug_0,60,50,2,3,6,1,1
30,0,area_rug_0,60,120,3,6,5,2,1
50,0,area_rug_0,60,100,5,6,6,2,1
,0,area_rug_0,60,60,1,5,5,2,1
30,0,area_rug_0,60,100,4,3,6,2,1
,0,area_rug_0,60,125,3,3,5,1,1
,0,area_rug_0,60,80,3,3,6,2,1
20,0,area_rug_0,60,30,2,3,6,1,4
40,0,area_rug_0,60,80,2,3,5,2,1
,0,area_rug_0,60,125,1,3,5,2,1
,0,area_rug_0,60,75,3,3,6,2,3
,0,area_rug_0,60,45,2,3,6,2,5
,0,area_rug_0,60,35,1,3,6,1,2
,0,area_rug_0,60,70,2,3,6,1,1
40,0,area_rug_0,60,75,3,3,6,1,1
40,0,area_rug_0,60,50,2,3,6,3,5
25,0,area_rug_0,60,100,3,2,5,1,1
,0,area_rug_0,60,90,2,3,6,1,4
,0,area_rug_0,60,100,5,3,5,1,1
,0,area_rug_0,60,120,5,3,5,1,1
30,0,area_rug_0,60,50,5,3,6,1,1
30,0,area_rug_0,60,100,5,3,6,2,1
20,0,area_rug_0,60,30,2,6,6,1,1
,0,area_rug_0,60,95,1,5,5,2,1
,0,area_rug_0,60,35,3,3,6,2,4
40,0,area_rug_0,60,120,5,3,5,2,1
20,0,area_rug_0,60,75,2,3,6,1,1
30,0,area_rug_0,60,50,1,3,6,1,1
30,0,area_rug_0,60,50,3,3,6,1,1
50,0,area_rug_0,60,125,3,3,6,1,1
25,0,area_rug_0,60,50,2,5,6,1,1
20,0,area_rug_0,60,50,1,2,5,1,1
40,0,area_rug_0,60,80,1,3,5,1,4
,0,area_rug_0,60,110,4,2,6,1,1
40,0,area_rug_0,60,100,4,2,6,1,1
45,0,area_rug_0,60,85,4,3,6,2,1
40,0,area_rug_0,60,100,5,2,6,1,1
,0,area_rug_0,60,100,9,3,6,1,1
,0,area_rug_0,60,80,1,3,5,2,1
,0,area_rug_0,60,50,0,2,5,1,1
,0,area_rug_0,60,100,5,2,6,1,1
35,0,area_rug_0,60,60,3,2,6,1,3
50,0,area_rug_0,60,100,5,2,6,1,1
,0,area_rug_0,60,145,4,2,6,1,1
15,0,area_rug_0,60,30,2,2,6,1,1
35,0,area_rug_0,60,90,3,2,6,1,1
40,0,area_rug_0,60,100,2,3,5,1,1
,0,area_rug_0,60,60,1,2,6,1,1
25,0,area_rug_0,60,40,3,4,5,2,1
,0,area_rug_0,60,75,2,3,5,1,1
40,0,area_rug_0,60,60,9,3,5,1,1
5,0,area_rug_0,60,5,1,3,5,1,1
,0,area_rug_0,60,100,5,2,6,1,1
40,0,area_rug_0,60,100,3,2,6,1,3
30,0,area_rug_0,60,25,3,2,6,1,1
,0,area_rug_0,60,75,4,3,6,1,1
15,0,area_rug_0,60,80,5,3,6,2,1
60,0,area_rug_0,60,100,1,3,6,2,1
20,0,area_rug_0,60,25,2,3,6,1,3
50,0,area_rug_0,60,150,5,3,6,1,1
,0,area_rug_0,60,135,5,3,6,2,1
50,0,area_rug_0,60,100,2,3,6,1,1
50,0,area_rug_0,60,80,3,3,6,1,3
15,0,area_rug_0,60,50,2,3,6,1,1
,0,area_rug_0,60,20,0,3,5,1,1
,0,area_rug_0,60,120,5,3,6,1,1
10,0,area_rug_0,60,20,1,3,6,1,1
20,0,area_rug_0,60,50,2,3,5,1,1
,0,area_rug_0,60,75,2,3,6,1,1
30,0,area_rug_0,60,80,2,3,5,1,1
,0,area_rug_0,60,100,7,3,6,1,4
,0,area_rug_0,60,35,0,3,6,1,1
40,0,area_rug_0,60,50,4,3,6,1,2
,0,area_rug_0,60,120,5,3,6,1,1
25,0,area_rug_0,60,120,2,2,6,1,2
30,0,area_rug_0,60,80,4,2,6,1,4
30,0,area_rug_0,60,100,5,3,5,1,1
29,0,area_rug_0,60,100,0,2,6,1,1
,0,area_rug_0,60,120,2,3,5,1,1
40,0,area_rug_0,60,80,3,2,6,1,1
40,0,area_rug_0,60,55,3,3,6,2,4
,0,area_rug_0,60,125,5,3,5,2,1
,0,area_rug_0,60,50,1,3,5,2,1
,0,area_rug_0,60,110,5,3,5,1,1
,0,area_rug_0,60,90,9,3,6,1,1
,0,area_rug_0,60,60,1,3,6,1,1
30,0,area_rug_0,60,80,3,3,6,1,1
10,0,area_rug_0,60,75,1,3,5,1,1
,0,area_rug_0,60,50,1,3,6,1,1
40,0,area_rug_0,60,40,0,2,6,1,1
40,0,area_rug_0,60,100,1,3,6,1,3
25,0,area_rug_0,60,75,1,3,5,1,1
25,0,area_rug_0,60,80,0,3,5,2,1
30,0,area_rug_0,60,80,5,3,6,1,1
,0,area_rug_0,60,50,1,3,6,1,1
25,0,area_rug_0,60,75,2,3,5,1,1
20,0,area_rug_0,60,40,1,3,6,1,1
,0,area_rug_0,60,75,3,3,6,1,1
,0,area_rug_0,60,50,3,2,5,1,4
,0,area_rug_0,60,125,5,2,6,1,1
,0,area_rug_0,60,70,2,3,6,1,1
,0,area_rug_0,60,100,0,6,5,2,1
,0,area_rug_0,60,65,3,4,6,2,1
10,0,area_rug_0,60,50,2,3,6,1,1
25,0,area_rug_0,60,50,2,3,5,2,1
,0,area_rug_0,60,95,1,3,5,2,1
40,0,area_rug_0,60,80,3,3,6,1,1
,0,area_rug_0,60,40,2,2,5,1,4
,0,area_rug_0,60,75,2,3,5,1,1
50,0,area_rug_0,60,150,2,3,6,1,1
,0,area_rug_0,60,45,4,2,6,1,1
,0,area_rug_0,60,40,1,3,5,2,1
,0,area_rug_0,60,40,1,5,5,2,1
,0,area_rug_0,60,45,4,3,6,2,1
,0,area_rug_0,60,80,2,6,6,1,1
,0,area_rug_0,60,75,2,3,6,1,1
,0,area_rug_0,60,90,5,3,6,1,1
20,0,area_rug_0,60,120,1,3,6,1,1
40,0,area_rug_0,60,100,3,3,5,1,1
,0,area_rug_0,60,50,4,3,6,1,1
20,0,area_rug_0,60,50,3,3,6,2,1
,0,area_rug_0,60,50,5,3,6,1,1
,0,area_rug_0,60,100,3,3,5,2,1
,0,area_rug_0,60,100,5,2,5,1,1
45,0,area_rug_0,60,140,5,2,5,1,1
,0,area_rug_0,60,30,4,3,6,1,1
25,0,area_rug_0,60,80,1,3,6,1,1
,0,area_rug_0,60,20,3,6,5,2,1
15,0,area_rug_0,60,50,3,6,6,2,3
20,0,area_rug_0,60,125,5,3,5,2,2
,0,area_rug_0,60,120,5,3,5,1,1
,0,area_rug_0,60,75,2,5,6,2,3
,0,area_rug_0,60,100,2,3,6,1,1
,0,area_rug_0,60,50,3,6,5,1,5
25,0,area_rug_0,60,80,3,4,5,2,1
30,0,area_rug_0,60,70,5,3,6,1,1
40,0,area_rug_0,60,125,3,3,6,1,1
30,0,area_rug_0,60,100,3,3,6,1,1
,0,area_rug_0,60,85,5,3,5,2,1
50,0,area_rug_0,60,100,5,3,5,1,1
,0,area_rug_0,60,97,4,3,5,1,1
10,0,area_rug_0,60,50,1,2,5,1,1
,0,area_rug_0,60,150,0,3,5,1,1
20,0,area_rug_0,60,50,4,3,5,1,1
45,0,area_rug_0,60,60,0,3,5,1,1
40,0,area_rug_0,60,50,3,3,6,1,1
45,0,area_rug_0,60,125,5,3,6,1,3
15,0,area_rug_0,60,50,1,3,5,2,1
20,0,area_rug_0,60,65,1,4,5,1,1
,0,area_rug_0,60,50,3,3,6,1,1
,0,area_rug_0,60,50,0,3,5,2,1
,0,area_rug_0,60,50,1,4,6,2,1
40,0,area_rug_0,60,100,5,2,5,1,1
30,0,area_rug_0,60,75,2,2,6,1,3
50,0,area_rug_0,60,130,2,2,6,1,1
50,0,area_rug_0,60,150,5,3,5,1,1
25,0,area_rug_0,60,50,1,5,6,2,1
30,0,area_rug_0,60,50,1,3,5,1,1
30,0,area_rug_0,60,85,4,3,6,1,1
,0,area_rug_0,60,120,4,2,9,1,4
,0,area_rug_0,60,40,3,3,5,2,1
45,0,area_rug_0,60,100,5,7,5,2,1
20,0,area_rug_0,60,100,1,4,5,1,1
,0,area_rug_0,60,50,5,3,5,3,1
50,0,area_rug_0,60,100,3,3,5,2,1
,0,area_rug_0,60,150,5,3,6,1,1
,0,area_rug_0,60,100,2,3,5,1,1
25,0,area_rug_0,60,100,4,3,5,1,1
30,0,area_rug_0,60,100,5,3,6,1,1
,0,area_rug_0,60,130,5,3,6,2,1
40,0,area_rug_0,60,140,4,3,6,1,1
15,0,area_rug_0,60,75,2,3,6,1,4
40,0,area_rug_0,60,70,1,3,6,1,1
40,0,area_rug_0,60,65,5,3,6,2,2
50,0,area_rug_0,60,100,0,3,6,1,1
20,0,area_rug_0,60,40,2,2,6,1,1
60,0,area_rug_0,60,120,8,2,6,1,1
50,0,area_rug_0,60,80,1,3,5,1,1
,0,area_rug_0,60,80,2,3,6,1,1
30,0,area_rug_0,60,100,5,3,5,1,1
,0,area_rug_0,60,100,4,2,5,1,1
,0,area_rug_0,60,50,3,3,6,1,4
,0,area_rug_0,60,50,2,3,6,1,1
30,0,area_rug_0,60,40,4,3,6,1,1
,0,area_rug_0,60,60,2,3,6,2,1
30,0,area_rug_0,60,48,1,3,6,2,1
,0,area_rug_0,60,25,1,3,6,1,1
,0,area_rug_0,60,26,1,4,5,2,1
40,0,area_rug_0,60,120,5,3,5,1,1
10,0,area_rug_0,60,50,2,3,5,1,1
28,0,area_rug_0,60,70,1,5,5,2,1
,0,area_rug_0,60,90,2,2,6,1,1
,0,area_rug_0,60,30,2,3,6,1,2
30,1,area_rug_1,60,140,5,2,5,1,1
10,1,area_rug_1,60,50,1,3,6,2,1
30,1,area_rug_1,60,100,2,3,5,2,2
,1,area_rug_1,60,100,5,3,5,2,1
,1,area_rug_1,60,40,2,3,5,2,1
10,1,area_rug_1,60,50,0,3,5,2,1
,1,area_rug_1,60,30,1,3,6,2,1
,1,area_rug_1,60,60,1,2,5,1,1
10,1,area_rug_1,60,30,1,3,6,1,1
50,1,area_rug_1,60,150,1,3,5,1,1
,1,area_rug_1,60,100,3,3,6,1,1
,1,area_rug_1,60,40,3,3,6,2,1
50,1,area_rug_1,60,130,3,3,6,2,1
,1,area_rug_1,60,30,1,3,5,1,1
30,1,area_rug_1,60,110,3,3,5,1,1
,1,area_rug_1,60,90,2,1,5,1,2
,1,area_rug_1,60,50,5,1,5,1,2
